clean_text,sentiment_label
menonton sampai selesai karena ust felixx beliau sangat seimbang antara sisi agama dan dunia nya,Positif
kita sangat butuh pembahasan seperti ini terutama yang kerja bersentuhan dengan pemerintah dan regulasi karena gratifikasi uang undertable manipulasi data pasti terpaksa dilakukan demi keberlangsungan perusahaan,Negatif
spekulasi itu kuncinya hindari grey area play safe speak no evil monkey,Netral
sehat selalu shifu felix semoga selalu istikamah jadi panutan,Positif
nice video,Positif
banjir ilmu ini keren obrolan tokoh ini,Positif
part koh leon seru ini ada ustadz felix redaksi heart,Positif
justru ust felix berpolitik yang di usung idealismenya nyatanya ada yang pada kebakaran jenggot tuh mendengarkan idealisme nya contoh tambang dan lain-lain wajib dikelola negara untuk kemaslahatan masyarakat selain bertentangan dengan praktek saat ini ada kepentingan yang menjabat dapat dana dari sana,Negatif
menyimak,Positif
isinya daging semua nih,Negatif
subhanallah keren sekali terima kasih penjelasannya ustadz felix rose rose rose,Positif
pantesan betah jadi ustad,Positif
thank you kok leon new insight for me more prestigious guest please,Netral
sumpah ustadz felix cerdas sekali,Positif
obrolan menarik redaksi heart,Netral
menonton dari eps sampai dua daging semua terima kasih ilmu geratis nya,Positif
lanjut koh,Netral
great talk sehat selalu ustadz felix dan kok leon,Positif
ust felix sehat wal afiat selalu moga usia barokah jangan lupa putra putrinya di warisi skill dakwahnya ust barokallah,Positif
terimakasih banyak menitku tidak sia sia harus ada sesi selanjutnya sih,Positif
saya suka banget ini ustad bukan hanya pintar dalam hal agama tapi dalam segi bisnis soasial media pablik spiking juga pintar soal perkembangan jaman,Positif
mantap sih diskusinya,Positif
sering sharing bareng tokoh agama perkara bisnis koh OK hand,Netral
subhaanallooh ustad felik memang sip,Positif
salut bangetz sama semua jawaban ustadz felix,Positif
masuk akal dakwah itu marketing ide atau ilmu dan informasi bukan jualan agama soalnya banyak orang kayak saling tukar pikiran dan mengasih informasi saja bayar banyak atusan miliar,Negatif
best narasumber,Positif
masya allah smiling face with heart eyes smiling face with heart eyes,Netral
upgrade wawasan lagi luar biasa,Positif
mantap,Positif
salut banget sama ustad felix smiling face with smiling eyes,Positif
keren bahasan begini keren kok leon bikin lagi yang seperti ini kok,Positif
keren banget kok leon datengin ust felix menyala pokoknya fire fire fire,Positif
ustad felix cerdas keren keren masya allah,Positif
menyimak nya asik,Positif
terima kasih om leon dan ust felix,Positif
yang ditunggu tunggu party popper,Netral
masyaallah keren,Positif
masha allah,Negatif
makin ke sini makin asik podcast nya grinning face with sweat mengundang para ustadz mantap thumbs up lanjutkan koh leon,Positif
jleb kena banget ke diri kita ini dai yang luar biasa mandiri tetap semangat semoga bermanfaat dan berlimpah keberkahan selalu,Positif
allahumma barik,Positif
mencerahkan,Positif
tokoh koko hebat keren,Positif
terima kasih kok leon mengedukasi banget podcast nya terima kasih nara sumber folded hands,Positif
berdawah harus ikhlas jangan kalau masih memikirkan materi lebih baik bisnis saja,Positif
ustadz itu fatwa nya brdasarkan pesanan dan menyesuaikan,Negatif
coitus interruptus atau azl yang sering disebut juga dengan istilah keluar di luar sebenarnya bisa sedikit mengurangi kemungkinan terjadinya kehamilan tapi tidak tergolong metode yang efektif soalnya cairan pra ejakulasi bisa saja sudah mengandung sperma dan kadang pasangan laki laki juga terlambat menarik sebelum ejakulasi apalagi saat momen sedang intens jadi walaupun metode ini sudah digunakan sejak zaman dulu tingkat kegagalannya tetap cukup tinggi bahkan bisa mencapai dari pasangan tetap mengalami kehamilan dalam setahun kalau memang ingin mencegah kehamilan dengan lebih aman disarankan menggunakan metode kontrasepsi yang lebih andal seperti kondom pil atau alat kontrasepsi lainnya,Negatif
wajib menonton ini sih,Negatif
ustaz felix sehat beserta keluarga iya palms up together palms up together palms up together palms up together two hearts,Positif
pertanyaannya berkelas semua,Positif
luar biasa terima kasih ustadz felix siauw,Positif
dulu dollar di backup emas emas nya dihilangkan dan ditulisin ini god we trust,Negatif
cocok banget penjelasan ust felix sama kok leon saya juga ada bisnis kecil doakan tujuan tersebut segera tercapai aamimnn smiling face with smiling eyes redaksi heart,Positif
nice bermanfaat,Positif
goks fire jadi penasaran kalau ust felix ngedalemin riset tentang bitcoin,Positif
assalamualaikum wr wb allahumma sholli ala sayyidina muhammad mengenai audit ternyata sangat di butuhkan bahkan bisa bisa kondisi tertentu sebagai serang muslim agar tidak menyalahkan sesuatu yang mulia,Positif
suka dengan penjeasan ustazd felix redaksi heart redaksi heart,Netral
daging semua ini terimakasih menghadirikan nara sumber yang baik dan kredibel redaksi heart,Positif
menarik ini dialog dan podcast kekinian great,Positif
mantapz,Positif
saludd pintar banget ustad felix clapping hands terang skin tone clapping hands terang skin tone sehat sehat iya ustad palms up together terang skin tone,Positif
tambang seharusnya tidak dimiliki orang tapi disini bahkan ada haji yang punya tambang,Negatif
sering di undah koh,Netral
terima kasih redaksi heart,Positif
ust felix keren star struck,Positif
seru euy,Positif
saya menonton karena narasumber nya redaksi heart,Netral
adab kepada orang tua,Netral
masih ingat tahun memegang cash jumbo melihat btc gurih sekali waktu itu akan eksekusi buyy tapi setelah fatwa ulama mengharamkan langsung cancel,Negatif
mantab ustadz pencerahan nya,Netral
daging semua isinya,Positif
ustadz felix terbaik redaksi heart,Positif
gaskan,Netral
wow ustadz felixx terimakasihh kohh party popper,Negatif
pokok nya kalo ada ufs saya tgok lah ini podcast daging semua nye,Negatif
ok ini,Positif
banyak tercerahkan,Positif
terima kasih koh redaksi heart,Positif
masuk banget ustadz,Positif
keren banget ini ustadz mengena di kata kalau kamu selalu memikirkan teknis kamu akan mampet di kalau level management,Positif
keren analogy nya,Positif
koh leon terus dekati ust felix hati koh leon mudah-mudahan dilembutkan,Netral
masyaalloh orang ini redaksi heart,Negatif
masyaallah keren koh leo bintang tamunya,Positif
kok leon anda keren,Positif
cerdas teman-teman thumbs up,Positif
sependek yang saya tahu di malaysia haji menunggu antrian tahun lah ustadz relieved face tapi bisa bikin permohonan untuk haji lebih cepat kalau sudah cukup jumlah biaya wajibnya,Positif
ust felix terbaik redaksi heart,Positif
darimana tahun rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing coba cek lagi bisa tahun lebih ndul kalau malaysia rolling on the floor laughing,Negatif
terima kasih pak samsul bin laden folded hands,Netral
inti nya bitcoin itu enggak ada underlying asset nya,Negatif
salah satu panutanku lu felix siauw,Positif
masalah agama dan kepercayaan adalah masalah pengalaman dan pendidikan kebanyakan orang tidak punya pengalaman internasional apalagi pendidikan,Negatif
untuk masalah ekonomi bisnis islam serta perbankan syari ah mohon undang pakarnya koh prof dari syafi i antonio sama ec beliau akademisi sekaligus praktisi bisnis ekonomi islam,Positif
kok leon bismila dapat hidayah smiling face with smiling eyes,Netral
saran buat kok leon kalau buat tahu lebih rinci tentang hukum ekonomi syariah bisa dari ustadz erwandi tarmizi senior atau bisa juga ke ustadz ammi nur baits junior folded hands kritis rinci dan teliti sparkles,Netral
yang terakhir soal tambang itu keren siy,Netral
bang podcast sama pak jusuf hamka please smiling face with smiling eyes,Netral
ini obrolan jam saya rasa cuma sebentar karena ada banyak ilmu yang belum saya ketahui coba kalau enggak ada ilmunya sudah pasti saya skip,Negatif
ini asli menarik,Positif
lanjut andrew timothy dan ust fekix ini one frame,Netral
keren banget ustad aku,Positif
speaking bagus,Positif
keren ilmu baru terima kasih koh leon,Positif
dimana ada ust felix di sana ada saya,Positif
keren,Positif
bank syari ah tidak rugi karena sebagian besar pembiayaannya lebih banyak akad murabahah dan mengambil margin bukan dari bagi hasil sebab bagi hasil diperoleh dari akad yang bukan murabahah mudharabah ijarah musyarakah dan lain-lain,Positif
part sih harus,Negatif
bisa request mengobrol bareng bahas topik yang serupa sama pak dwicondro triono dan mas jaya setiabudi juga kah,Netral
redaksi heart smiling face with smiling eyes ustadz felix terbaiq redaksi heart smiling face with smiling eyes,Netral
cerdas kamu bang dalam mengambil tema dan pembicara mantap maju terus chanelnya,Positif
thank you kok dan ust felix untuk konten ini usul kalau mau pemateri yang pakar di bidang islamic finance and economy bisa undang prof syafi i antonio kok bakal paham sepaham pahamnya kok,Positif
sejauh ini ini yang paling jauh,Positif
tambah sesi lagi jam enggak cukup,Negatif
obrolan nya felix daging semua,Netral
tidak terbantahkan keluarnya rrc dari keterpurukan setelah ada aturan hukuman mati bagi koruptor seharusnya indonesia tinggal nyontexs karena nyawanya sama sama satu atunya,Negatif
kalo koh leon sering undang ust felix di podcast pasti sudah mulai tertarik tentang islam ini beaming face with smiling eyes,Positif
meledak betul-betul mind blowing collision,Netral
benar sekali tidak ada fasilitas untuk ekonomi begitu juga dengan fokus pendidikan seperti edukasi dari pemerintah yang mana jika semua tahu akan pentingnya pendidikan maka akan menghasilkan ekonomi yang bagus pula untuk sebuah negara orang pada berbondong bondong membangun value berdasarkan apa yang telah dipelajarinya bisa berbisnis dan lain sebagainya tidak ada lagi orang bergerak tanpa keilmuan contohnya jualan masih banyak yang tidak menggunakan ilmu marketing hanya asal jualan saja tetapi saya tidak menyalahkan orang ini karena dia sudah mengaplikasikan apa yang otaknya ada atau batas keilmuan dia saat itu bayangkan jika keilmuan orang orang yang sudah berani terjun ini juga berkembang berkembang pula ekonomi yang ada di indonesia dari ini saya simpulkan pentingnya edukasi atau pendidikan saya jengkel kadang kalau memang ada yang bisa pemerintah lakukan tapi tidak dilakukan kita bawa tanggung jawabnya di akhirat kelak,Negatif
masya allah jazakallahu khair ustadz edukasi nya kok leon juga thank you folded hands,Positif
undang dari richard lee kok leon,Netral
terima kasih semua,Positif
first redaksi heart,Netral
nah memang perihal bank syariah investasi yang enggak ada ruginya sangat mencurigakan grinning face with sweat,Negatif
undang ustadz lain juga yang ahli di bidang muamalah kontemporer agar referensi menjadi lebih luas juga,Positif
,Netral
koh ngundang ustad syafi i antonio dong beliau ahli financial syariah dan ekonom orgx berilmu juga bagus kalau tanya-tanya beliau,Positif
pertanyaan terakhirnya banyak banget face with hand over mouth grinning face with sweat grinning face with sweat,Negatif
the source is a worldly freedome,Netral
cina lah yang mncontek sebgian hukum islam indonesia yang tidak mau menerapkan hukum islam moh hatta dan para ulama terdahulu mngusulkan hukum syariat tapi tidak distujui kalau mungkin di terapkan mungkin indonesia lebih maju dari cina hukum kita masih mnganut peninggalan belanda,Negatif
kunci utama ekonomi islam adalah keadilan pemberi modal dan penerima modal harus berbagi keuntungan sekaligus kerugian riba atau bunga atau interest tidak memfasilitasi itu dia hanya menguntungkan pemberi modal yang enggak mau tahu mau untung atau rugi usaha yang ia modali,Negatif
busyet ini obrolan paling ter the best nya overpost kita belum hidup kalau kita belum tahu nanti mati nya mau kayak apa valuation obrolan nya lebih mahal daripada bumi isinya kalau serius mendengarkan bisa menuntun kita mendekati pintu pintu surga dengan tips tips yang diberikan ust felix buat merealisasikan nilai nilai islam yang lebih masuk di akal dan dapat di terima alam kenyataan enggak sekedar ngawang ngawang di atas mimbar smiling face with smiling eyes kabura maqtan indal laahi an taquuluu maa lah taf aluun itu sangatlah dibenci di sisi allah jika kamu mengatakan apa apa yang tidak kamu kerjakan yang pada mengaku muslim jadi tambah faham nilai nilai islam yang benar itu harusnya seperti apa dalam pengamalannya smiling face with smiling eyes,Positif
ustad felix cerdas banget,Positif
ust felix siauw cerdas banget cindo cerdas banget redaksi heart,Positif
wah bagus ini,Positif
sering kali ustad bilang taroklah masih melekat bahasa daerah ustad felix,Netral
judulnya ganti iya enggak semua orang yang dipanggil ustadz layak untuk ditanya tentang hukum halal haram,Negatif
kesimpulan dari ustad felix bircoin itu haram karena ketidakjelasanya bukan mata uang juga karena ada goror di dlmnya,Negatif
coba ustadz diskusi sama yang ahli bitcoin beuhh pasti dengan pemahaman ustadz bakal ada benar benar kejelasan ustad ini benar benar mudah di mengerti enggak berbelit belit tinggal mendalami bitcoin baru nanti putuskan redaksi heart redaksi heart redaksi heart,Positif
negara indonesia minjem uang berarti indonesia riba dong rakyatnya juga riba hidup dari subsidi riba kalo negara mau hancur ustadz adi hidyat bilang itu di bolehkan,Negatif
mantap koh leon,Positif
ah saya bingung ketika mau investasi kemana takut riba,Negatif
samsul sekarang bagaimana kabar nya ustad,Negatif
cara untuk membiasakan diri berpikir strategis seperti apa iya ustadz lalu kalau sehari2 kita lebih mengerjakan hal-hal teknis daripada dikasih kesempatan untuk berpikir strategis bagaimana menyikapinya,Negatif
keren,Positif
kelas cuy,Positif
dai yang pasang tarif menerima bayaran beberapa dai atau ustadz menetapkan tarif atau menerima bayaran ketika diminta berceramah hal ini boleh dalam islam selama niat utamanya tetap karena allah dan dakwah bukan semata mata mencari uang dalil dan penjelasan hadis riwayat bukhari dan muslim menyebutkan bahwa para sahabat pernah diberi upah setelah membacakan ruqyah dan nabi mengizinkannya ulama membolehkan menerima bayaran dari aktivitas keagamaan seperti mengajar mengimami adzan bahkan ceramah asalkan tidak menjual ilmu atau memonopoli kebenaran dalam fiqih ini disebut sebagai ujrah yaitu upah atas waktu tenaga dan ilmu yang dicurahkan alasan dipasang tarif bisa termasuk waktu dan tenaga yang dikorbankan persiapan materi dan perjalanan biaya hidup jika berdakwah menjadi profesi utama,Positif
kok leon keren koo jujur ini insight gratis banget dan mahal sehat terus kok,Positif
ya yang di tubgu,Negatif
izin ambil videonya,Netral
bang tolong bahas kasus apps ajaib sama kerugian nasabah,Negatif
terima kasih banyak ust felix,Positif
subhanallah redaksi heart,Positif
indikator ummat islam bertambah banyak adalah kuota haji,Netral
assalamualaikum warahmatullahi wabarakatuh,Positif
bagaimana bekerja di perusahaan yang memiliki hutang di bank convetional ya,Netral
ayo koh leon login,Netral
obrolannya daging semua ini keren podcastx lanjutkan koh koh undang ust syafii antonio dong,Positif
top,Positif
ini dia,Positif
maju maju negeriku jangan rebutan dalil melulu fire fire fire fire,Negatif
kalau mau dalam ilmu bank syariah bisa undang pak antonio syafi i koh,Netral
habib leon ustadz felix,Netral
islam tidak mengharamkan saham yang diharamkan isla akad batil dalam saham,Netral
respect,Positif
islam tentang niat hati,Netral
dai yang tidak pasang tarif gratis sebagian dai memilih untuk tidak menerima bayaran sama sekali dan ini juga sangat terpuji mereka ingin meneladani para nabi yang berdakwah tanpa mengharapkan imbalan dari manusia dalil dan keutamaan nabi nuh hud shalih dan nabi nabi lain menyampaikan dakwah dengan berkata aku tidak meminta upah dari kalian upahku hanyalah dari allah qs asy syu ara dan seterusnya ini menunjukkan keikhlasan dan ketawadhuan yang tinggi,Positif
keren saudara laki-laki felix siaw redaksi heart thumbs up terang skin tone thumbs up terang skin tone thumbs up terang skin tone thumbs up terang skin tone,Netral
daging semua masyaallah,Positif
benar banget saya pernah bekerja di salah satu koperasi syariah dalam teori nya memang berbasis syariah tapi prakteknya enggak ada syariah2nya sama sekali,Negatif
moga kok felix siaw bisa ketemu timothy ronald biar mantap diskusi botcoin nya,Positif
sangat bermanfaat sekali,Positif
lanjut undang fufufafah smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,Netral
bicara tentang capitalis benar ustd felix crying face sekarang sudah terlihat dan terasa sekali,Positif
keren thumbs up thumbs up,Positif
lets go,Netral
kurang nih menambah episode lagi sama ustadz felix,Negatif
kalo bukan gus baha yang mengomongkan bitcoin gue masih ragu asli ragu karena banyak gus gus,Negatif
mantap the overpost index pointing at the viewer thumbs up terang skin tone thumbs up terang skin tone,Netral
kok leon mohon maaf nara sumber boleh disediakan air minum supaya nyaman nara sumber nya folded hands,Netral
koreksi sedikit beberapa ibadah itu perlu dana tidak semua bahkan kebanyakan ibadah tidak memerlukan dana,Negatif
ustadz felix jadi wakil rakyat yuk,Netral
lanjut part,Netral
wah nih harus di undang lagi,Negatif
coba judul nya soal tambang grinning face with sweat grinning face with sweat grinning face with sweat,Negatif
tapi kebanyakan soal mati itu bukan atas dasar iman nya sudah kuat tapi justru sebagai jalan pintas berputus asa dan tidak percaya kalau allah mendengar doamu contoh yaudahlah mengapai kerja keras toh manusia ujung nya mati begitu,Negatif
ustadz radikal ini bos diundang ke podcast2 keren party popper,Netral
ngeri keren ini,Positif
bitcoin,Positif
enggak masalah di indonesia adalah yang beragama baik dan benar islam kristen katolik budha semua biasanya tidak mau memerintah mereka lebih memilih damai dan baik kepada semua orang ini permasalahan di indonesia adalah pepatah biar tuhan yang balas tuhan mau balas bagaimana kalau orang baiknya yang taat tidak mau bertindak menyerahkan semua ke tuhan iya capek deh,Negatif
undang juga ust khalid basalamah koh beliau juga ustad yang mempunyai bisnis mungkin bisa sharing juga ke viewer disini,Netral
salut sama kok felix pikirannya terbuka seluas cakrawala,Positif
ada komiknya lupa tapi,Negatif
samsul pahala,Negatif
daging banget vodcast nya kok thumbs up,Negatif
nolong depan kamera etika bisnis,Netral
om sekalian bahas gudang garam dan rokok secara general memang ini bahasan lama tapi dampaknya baru terasa bedanya baru ini,Positif
hem face with tears of joy,Netral
maasyaa allah keren banget ustdz semoga sehat terus,Positif
keren pertanyaan dan jawaban nya redaksi heart,Positif
ekonomi syari ah lah grinning face with sweat,Negatif
bitcoin sebetulnya halal jika ditradingkan dalam perdagangan spot bukan futures begini penjelasannya sebelum mengulik halal haram bitcoin harusnya kita mengerti bahwa penentuan halal haram sesuatu itu harus dengan kaidah dalam islam sendiri segala perkara dibagi menjadi perkara agama dan perkara duniawi kaidah dalam penentuan halal haram perkara agama berbeda dengan perkara duniawi dalam perkara agama yang dicari adalah dalil perintah hukum asal perkara agama haram sampai ditemukan dalil perintah dari suatu perkara agama tersebut jika tidak ditemukan dalil perintah dari suatu amalan maka akan dikembalikan pada hukum asal perkara agama tersebut haram bid 4h sebaliknya dalam perkara duniawi yang dicari adalah dalil keharamannya hukum asal perkara dunawi adalah mubah sampai ditemukan dalil keharamannya jika tidak ditemukan dalil keharaman dari suatu perkara duniawi maka perkara tersebut akan dikembalikan ke hukum asal perkara dunawi tersebut mubah dua kaidah ini dipakai ustadz ustadz sunnah dalam penentuan halal haram semua perkara yang ada di dunia ini kita kembali ke bitcoin seperti yang kita tahu bitcoin itu perkara duniawi muamalah bukan perkara agama aqidah ibadah jika menggunakan kaidah dua maka hukum asal bitcoin adalah mubah halal sampai ditemukan dalil yang mengharamkannya maksudnya terpenuhi syarat keharaman yang sudah diharamkan oleh agama jika bitcoin terbukti tidak memenuhi keharaman apapun maka akan dikembalikan ke hukum asal perkara duniawi yakni mubah halal adapun yang diharamkan agama di antaranya haram najis dzat nya gharar riba risywah maysir jika bitcoin tidak terpenuhi setidaknya satu dari perkara yang diharamkan tersebut maka bitcoin akan dikembalikan kepada hukum asal kemubahannya nah sekarang kita uji satu demi satu apakah bitcoin terpenuhi keharaman yang sesuai apa yang diharamkan agama tersebut haram najis dzat nya jelas tidak bitcoin fisiknya digital dan enggak ada dalil apapun yang menyebut sesuatu yang dzatnya berbentuk digital haram najis jadi sudah clear kalau bitcoin tidak memenuhi syarat keharaman dari sisi dzatnya gharar dalam kajian islam umumnya gharar dibagi menjadi beberapa kategori dzat fisik harga nilai dan transaksi gharar maksudnya terdapat ketidak jelasan baik secara dzat nya harganya maupun transaksinya dari sisi dzat beberapa orang menganggap bahwa wujud itu diperlukan pertanyaannya dari mana dalilnya digital belum tentu tidak berwujud digital itu ada sebagaimana channel youtube bang dery ini ada bahkan bisa divaluasi pulsa handphone itu ada walaupun kita tidak bisa gapai secara fisik dzatnya bitcoin itu ada teknologinya dan dzat digitalnya maka mengatakan bitcoin gharar dari sisi ketidak jelasan dzatnya itu kesalahan fatal dari sisi harga fluktuasi harga tidak bisa dikatakan gharar harga emas dan beras berfluktuasi misalnya menjelang lebaran namun tidak ada fatwa manapun yang mengatakan harga dari emas dan beras bersifat gharar memang bitcoin sangat volatil daripada komoditas lain tapi ulama juga tidak menemukan dalil apapun bahwa volatilitas harga diharamkan dalam agama harga bitcoin itu jelas walaupun bersifat volatil dan agama tidak mengharamkan volatilitas harga suatu komoditas jika memang harga volatil tinggi dapat menimbulkan spekulasi tapi tidak ditemukan dalil manapun kalau volatilitas harga diharamkan dalam agama dari sisi transaksinya bitcoin itu justru sangat terbuka nominal kadar dari bitcoin saat kita membeli itu tertera jelas dalam digitnya jika terdapat spread harga pun itu menjadi hak dari exchange untuk mendapatkan keuntungan dan itu halal secara agama jika kita menarik bitcoin yang kita beli di exchange ke wallet pribadi kita biaya transaksinya pun tertera jelas dan nominal bersih yang tersampaikan di wallet pribadi juga tertera jelas jadi bitcoin gagal untuk dikategorikan aset yang bersifat gharar baik secara dzat harga dan transaksinya riba yang dimaksud riba adalah transaksi berselisih dari jenis benda yang sama misal fulan saling bertukar emas dengan fulanah dengan nominal gede rasa dengan gede rasa selisih gede rasa emas adalah riba dan transaksi ini haram dari definisi ini bitcoin tidak memenuhi perkara ribawi karena bitcoin dipertukarkan dengan currency yang berbeda yaitu rupiah atau dollar bukan bitcoin ditukar bitcoin yang terdapat selisih kadar mendapatkan keuntungan dari selisih kurs seperti adalah halal dan tidak termasuk riba rasulullah shalallahu alaih wasallam juga menambahkan bahwa dipertukaran tersebut haruslah cash real time beberapa ulama mengatakan cash bukan berarti harus bertatap muka bertransaksi walau secara online melalui order book di exchange juga sebetulnya bisa dikatakan cash karena order book bersifat real time dari fakta ini kita bisa menilai bahwa bitcoin tidak memenuhi kategori ribawi baik dari sisi zatnya maupun transaksinya jika dilakukan di pasar spot maysir jud1 ini yang sering dibilang orang orang face with tears of joy faktanya walaupun harga bitcoin berfluatuasi dan bersifat spekulatif bitcoin bukan berarti judi penjelasannya iya karena bitcoin itu murni perdagangan judi adalah dimana seseorang meletakkan uang kemudian bertaruh atas uang tersebut dan tidak mendapat pertukaran barang jasa apapun bitcoin tidak demikian saat kita membeli bitcoin fisik dzat nya dapat ditarik ke wallet pribadi kita sendiri artinya memang ada pertukaran barang di sini volatilitas harga bukan berarti sedang berjudi yang kita tahu di awal harga emas dan beras juga berfluktuasi sesuai permintaan dan penawaran pasar apakah kita sedang berjudi saat membeli menjual emas dan beras tidak kan jadi fluktuasi harga bukanlah indikator perjudian tugas ulama harus merincikan apa yang disebut dengan berjudi agar msyarakat teredukasi untuk bisa membedakannya risywah beberapa orang berpendapat bahwa bitcoin bisa jadi ladang pencucian uang ini lucu karena tandanya orang tersebut tidak mempelajari apa itu blockchain yang desentral face with tears of joy menjadikan bitcoin yang blockchainnya terbuka bisa ditrack siapapun sebagai tempat pencucian uang seperti mencuri di kantor polisi yang penuh polisi itu artinya bunuh diri face with tears of joy dan kalaupun bitcoin masih kebobolan untuk dijadikan alat pencuci uang penciptanya sendiri tidak berniat demikian hukum dihukumi berdasarkan penggunaannya bukan alatnya bitcoin hanya alat transaksi perkara transaksi apa yang dilakukan hukumnya berdasarkan dari niat dan tujuannya sekian dari semua itu dapat kita simpulkan bahwa bitcoin tidak memenuhi perkara yang diharamkan apapun oleh agama islam maka hukumnya akan dikembalikan ke hukum asal perkara duniawi yakni mubah halal seharusnya para ustadz apalagi ustadz sunnah harusnya memperhatikan perkara ini jangan sampai bermudah mudahan mengharamkan sesuatu yang sebelumnya tidak dipelajari teknologi saya bisa maklum orang yang mengharamkan bitcoin hanya ada dua tidak tahu hukum agama atau tahu hukum agama tapi tidak mengenal teknologinya sayang banget padahal mengkaji perkembangan teknologi dari sisi syariat sangat diperlukan agar agama allah tetap relevan dengan perkembangan zaman allahu a salam,Negatif
dari penjelasan ust felix siauw sangat jelas bahwasanya btc altcoin trading saham forex dsb itu halal dengan catatan kita mengetahui apa yang kita beli bukan berdasarkan spekulasi yang beredar berdasarkan fomo dan setahu saya dari sekian banyak negara muslim sudah banyak yang menghalalkan crypto currency kenapa karena di negara mereka masyarakat yang ada itu melek terhadap dunia finansial dan ya kalau di negara kita masih samar hukumnya sih saya mendukung karena iya melihat dari masyarakat kita yang bahkan teknologi saja masih sangat terbelakang daripada mengomongkan investasi crypto dan yang lainya lebih baik pertebal lagi edukasi finansial yang ada,Positif
redaksi heart,Positif
bitcoin menurut ustadz felix siauw,Netral
apapun banknya selama mengikatkan diri pada sistem riba jatuhnya haram bank syariah hanya halal jika membentuk sistem sendiri yang syariah karena itu saya berusaha semaksimal mungkin melepaskan diri dari sistem keuangan dunia yang semuanya berbasis riba yang di islam kristen dan yahudi hukumnya haram maka setelah selesai saya bertransaksi yang terpaksa dilakukan dalam sistem riba maka sisanya akan saya tarik keluar sistem perbankan dunia yang kini seluruhnya berdasarkan riba kini uang sisa lebih saya telah sepenuhnya saya keluarkan dari sistem keuangan yang berbasis riba,Negatif
mantap,Positif
us dolar bisa dicetak seenak jidat mereka tapi yang menanggung semua negara di dunia sebenarnya bitcoin adalah jalan satu satunya masalah ini karena bitcoin tidak dikontrol oleh pihak manapun sayangnya nilainya yang sangat volatile menjadikan bitcoin enggak bisa dipakai untuk dijadikan sebagai alat pembayaran,Negatif
komen ke is the best,Positif
coba dengar fatwa syekh ali jum ah tentang bunga bank,Netral
bitkoin fisiknya kok digital mohon pencerahannya grinning face with sweat,Netral
setuju,Positif
mantap pak,Positif
dubay mas beli mobil bisa menggunakan bitcoin,Netral
ustadz felix smart,Positif
digital currency mata uang digital,Netral
menurut ku kalau suatu aset di perusahaan tersbut sehat tidak ada korupsi atau monkey bisnis besar kemungkinan halal,Positif
sedikit koreksi dari saya mungkin maksud pak ustad berlawanan dari kapitalisme mungkin adalah sosialisme komunisme dalam perekonomiannya pasti sosialis sosialisme belum tentu komunisme seperti di negara2 eropa,Positif
edukasi yang bagus,Positif
masyarakat sebenarnya bisa memiliki tambang perusahaan yang mengelola tambang,Netral
ustadz syafi i antonio boleh diundang koh,Netral
barakallah redaksi heart,Netral
saya sangat setuju kalau dakwah enggak narif dan saya pernah di pintai bantuan untuk mengajar mengaji di suatu tak alquran dan saya enggak mengharap sedikitpun iya karena saya sudah punya pemasukan pribadi tapi saya sangat tidak setuju dengan dakwah enggak boleh narif yang itu di gunakan oleh sih pemilik acara saya paling enggak setuju juga sama orang yang gunain kalimat itu untuk memaksa pedakwah lain yang narif untuk orang lain menurut saya itu sah saja lagian itu termasuk jasa jasa untuk mendidik orang yang belum berilmu intinya kalimat dakwah enggak boleh kasih tarif itu untuk pribadi kita orang lain mah silakan enggak ada yang salah dan saya yakin koh felixpun enggak masalah kalau pedakwah lain kasih tarif,Negatif
dusun kiyam desa purwodadi kecamatan way sulan lampung selatan provinsi lampung hadir teman-teman,Netral
gila full daging party popper,Negatif
seru,Positif
kenapa orang cindo yang kaya2 enggak pada bikin usaha di bidang otomotif kayak mobil biar indonesia bisa ikut bersaing juga,Negatif
fire fire fire fire fire fire,Positif
baru menyadar jam kok kayak cuma menit iya grinning face with sweat,Negatif
buya yahya sudah menjelaskan tentang bitcoin,Netral
hukum buatan allah mmng plng sempurna yaitu hukum islam smiling face with smiling eyes,Positif
intristing,Negatif
redaksi heart redaksi heart redaksi heart redaksi heart,Netral
rasulullah bersabda bacalah al qur an dan jangan terlalu berlebihan jangan terlalu lalai jangan makan upah mengajar al qur an dan memperbanyak harta melalui mengajar al qur an hari ahmad dishahihkan oleh ibnu hajar aku menganjarkan al qur an kepada seseorang kemudian dia memberi hadiah kepadaku satu busur panah lalu aku menyampaikan hal itu kepada rasulullah lalu beliau bersabda jika kamu mengambilnya berarti kamu telah mengambil busur panah dari neraka maka aku pun mengembalikannya hari ibnu majah al albani sahih dalam sahih ibnu majah betulkan dulu cara kalian berdakwah supaya terlihat wajah islam yang murni lepas dari kepentingan pendakwah dakwah itu wajib hukumnya mencari nafkah juga wajib tapi nabi melarang mencari nafkah dengan cara berdakwah nabi sudah mencontohkan cara berdakwah yang benar bagaimana mungkin ajaran yang kalian tebarkan jadi benar sementara dakwahnya dilakukan dengan cara yang dilarang nabi,Negatif
jadi halal apa haram,Negatif
pendapat ust felix terhadap btc,Netral
terima kasih koh leon,Positif
